"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Early-demographic dividend","EAR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1368319737237","10.6508759339031","10.6061629754371","10.5122870241772","11.7860758383678","12.613661031724","12.5949095429662","12.4309074825758","12.0392476435812","11.9382231731097","12.3092064569271","12.2451141965134","13.0404516611354","11.8708740707555","11.6634300716691","11.7769971865356","11.9147627822343","11.9593666528017","11.6143164933212",
"Egypt, Arab Rep.","EGY","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.25545588836071","6.36815075673161","6.69067125202897","5.86534706307561","6.41802585721542","6.0945984446498","5.92380483972576","4.53505751255773","5.33995094763897","5.61507541855652","6.00001242462912","6.15140677490154","6.05560632654632","6.04633140039262","6.09899130680541","5.91090648276954","5.78324237360126",
"Estonia","EST","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1406667873378","8.66183278135394","9.00580094150151","8.20051327149604","9.04806163615419","9.8749264718968","10.6800633483299","15.0486648783742","13.9638640124111","13.0952765067024","12.6974210538735","12.1046503114663","10.5469283348323","9.26624193499658",
"Ethiopia","ETH","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67029277375942","8.59800738818191","7.97679529444072","7.15636506975936","7.05751396667351",
"European Union","EUU","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07915470551844","5.04959783379262","4.76133278881495","4.26358624091621","3.64715289300604","3.99955398497272","4.09704120474371","4.35706312340211","5.42519167579409","6.56997239440927","5.48573151051527","7.83653361719762","5.88198439540966","6.14251952164462","6.12052593287218",
"Fiji","FJI","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.50182988528174","6.8892705160733","5.85036958168089","6.44567908642308","6.47699404437681","6.95905530880784","7.12646231656009","7.31599172803364","9.72929704695033","10.4642482320806","11.8476904014013","9.51586098706884","8.88381797074103","8.66747024581617","8.71391845779398","8.48449174720801","9.16668704973072","8.87085579071181","9.93781499519491","10.9598915193796","11.3897914402267","10.7835447006077",
"France","FRA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.96443634829966","3.65846380276455","3.88993974941601","3.89022617345404","4.26650883747211","4.53258062385818","4.2366463637383","4.67838137015214","5.15137252858059","5.37401395271466","5.41296527913727","5.4018377559901","5.3043701499748","5.26284521874151",
"Faroe Islands","FRO","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27006326012274","6.83654700487515","7.27530803959724","6.28615934155792","6.2109555189957","6.01756888201231","6.10710713131734","5.58661427490228","5.34283869762069",
"Gabon","GAB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.87144834537989","6.65846385941459","5.91142203322365","6.33417716368371","5.53636414299379","4.51107270930726","4.66390125163836","7.69331174410151","6.90420477939379","9.88447227836733","9.81048327171666","10.1563892019535",
"United Kingdom","GBR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21689290154443","","","3.28295931568749","4.21560573168895","4.46978809972292","4.31505226672907","4.68267915880647","5.20138277526487","4.41712395678537","5.44791072080939","5.68544354048946","5.64421551163064","5.69430819582503","5.7212180797589","5.57257859037734","5.5508419561207",
"Georgia","GEO","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3309570784225","19.5542841679761","18.2938834241566","17.5686256421803","14.2494618307523","16.9589653490917","15.7190186868295","16.1792214829569","15.5820156536606","12.7439690840371","11.9892039723696","13.58037264292","12.5916486672233","13.2151854999812","10.4317658870573","9.38293980613527","11.2974250111313","11.5503214868155","12.2781747717763","10.2938120344495","13.0395163956566",
"Ghana","GHA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9896818000653","11.884154787662","12.4352584600057","10.6664605489132","11.1058718799713","9.98225727157144","10.6143601938163","10.5038444488751","9.18021886788584","8.90729617365833","12.2867438475838","10.6645401218628","9.76057450178404","9.01209167614903",
"Gibraltar","GIB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1903924477324","10.9148431811181","10.5554512684768","10.9826048365447","11.8624326173721","8.67771279722118","9.57935355188732","8.88153313972677","11.3530933851907",
"Gambia, The","GMB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5479136771439","12.4295682378559","10.88457575668","11.7252569858373","10.5023085112705","16.0410427539124","14.2964012107471","14.6543723207076","13.5201362308913","15.0487608372304","14.828307139203","14.4270314129251","14.411835767419","14.8611059021713","12.9577237938577","","",
"Guinea-Bissau","GNB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.24937272327286","9.72576963661808","7.7039044254147","8.38500153216674","9.54828949549848","11.2205751069511","12.9535716949494","13.3953729203177","12.8137272486193","-0.70632948506955","-0.170104698243849","-1.32252682911179",
"Greece","GRC","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.40371215061429","","","3.4828321406596","4.40632545846777","5.31702891281937","-1.26151865604048","4.50391951035432","7.2650484914582","8.07355026882126","10.1669047034253","10.4331869506799","11.997373253489","10.7157998546345","10.9783046101491","8.83237171883536","6.97082251307764",
"Grenada","GRD","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61917831378133","5.03364705273528","5.84770781687411","5.54794556994747","4.48394219862678","7.31913231726389","7.15883199492767",
"Greenland","GRL","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9061472217302","6.72598895851595","6.7926841470379","6.62621061620691","6.91581201111458","6.94470475794164","6.86319318094466","7.05377047208768","6.96779716958349","7.08221947970916","6.93745434347598","6.47910281397957","6.59644201234953",
"Guam","GUM","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16","8.8","8.69","9.02","9.47","9.78443760400052","9.8335923309073","9.49140928226404","9.93660564443561","9.44471998719333","9.09026312855038",
"Honduras","HND","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.33554544322143","9.53357849510794","10.6359148265941","10.8261703363545","10.5600928900933","10.5068171039379","10.7819863157659","10.6222578894955","10.8509344431924","7.63910596205416","10.3778463182606","11.0076637969775","11.1033165860794","11.2225480766743","10.4949073316459","10.3954800150839",
"Heavily indebted poor countries (HIPC)","HPC","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6425477501667",
"Haiti","HTI","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.62972463475248","8.15787809182926","8.27069932264254","8.2932075613857","9.47369914991514","9.93087229122764","8.53741171287908","8.21715459074335","9.60256392469865","10.2612691911582","10.9666434812049","11.7071381480151","10.1245463509826","8.38151555227117",
"IBRD only","IBD","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77656060636301","7.63777895246626","7.83432458392869","7.579854891937","7.86664838953077","8.18652095676075","8.62814831400534","9.00423180425004","9.59759906195034","9.961614035339","10.7746096789164","12.4254380685723","14.6182982891751","12.8231121824865","13.4039163891179","12.5634216351375","13.1696920960953",
"IDA only","IDX","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.22982329166892","","","6.32558822247969","","","5.86709064425737","6.12690108085791","6.07239638921747","6.31072146718646","6.67847337958985","6.70143866382393","7.04073187631062","6.89425620584035","8.02536160742248","7.81226700977292","7.82632507203676",
"Not classified","INX","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3110870812443","4.77301753548027","4.88101095626835","4.34843083959112","6.68806260936811","8.38672321121946","6.88355873380307","7.37427317357875","7.54114085828058","9.75377067054334","12.4905010662019","13.0090654023298","12.343982221468","13.1166300272989","11.9168558564756","10.3356476538231","9.9161767102243",
"Iran, Islamic Rep.","IRN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.82500442874431","10.481532397324","14.1523281653292","15.2593269721114","13.5287760547504","","",
"Iceland","ISL","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8982496745725","20.465913739049","19.5263074044408","17.7493729526901","15.9261493408989","15.4438791390998","15.3815442567175","14.733190668004",
"Israel","ISR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05704168640609","5.30804457239681","5.61521055151495","5.63470722131716","5.89202575946579","6.24852842842024","6.11421230635058","6.4796341858498","6.69775954397747","6.33331473583468","6.54394585130881","6.90109344470066","7.03776233520266","7.01242892585698","7.17401306606656","7.34651930350735","7.38245186914215","7.5020415067702","6.69310069570887","6.33456217801774",
"Italy","ITA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61242388248392","4.60416400229058","4.58925373403021","4.08938520667558","4.81644302856251","4.97901089089455","5.44795550454532","5.38561894112228","5.40437637297026","5.88069247298708","6.18553029060669","5.49301015373371","6.63508479542177","6.33332010943286","6.71281171151418","6.60331222306056","6.12242463285733",
"Jamaica","JAM","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8766248114429","13.5452840124745","13.5674725608832","13.5209221569294","","","",
"Japan","JPN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3072423893155","4.93936020471561","10.170039820498","10.1507935356438","10.1997863598347","9.84656111881687","11.3275844801466","10.2270536856602","10.6723576848779","11.9661819723633","11.3255898968925","12.7567888164857","11.8366710341198","",
"Kenya","KEN","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6939644008148","11.7940347730735","10.2954721793746","10.4140627537454","11.7140316647128","11.6385849298416","11.3813466553259","12.2660012411361","12.7116721263953","12.3913264211776","12.8168674186832","11.5264788551806","13.2351000758251","12.8120892163924","12.2883258305255","12.0863878807583",
"Kyrgyz Republic","KGZ","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6106698385287","16.030572886153","14.2124706293436","13.1963039063774","11.6632140397999","12.2120311951283","13.9922401618409","13.9016753127001","13.3153828499605","14.2930860329848","13.8107747217725","12.3503924762859",
"Cambodia","KHM","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9831395127209","16.4201614795865","15.43857707742","17.4021611148596","13.7721739573005","13.7727530286221","13.7464547087424","13.9688200493382","13.9287751283879","13.5502449414145","14.2124841791752","14.4436220823237",
"Kiribati","KIR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65566491593678","6.91846501044181","7.16395107533336","6.6090552461269","7.87967181034947","7.14711600506468","8.1003151839511",
"Korea, Rep.","KOR","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9179293311817","","","6.35232358433242","7.23794646341449","7.41001376639107","7.04197176921143","7.1447879320428","7.39197255767049","7.39431527974375","7.25376726491187","7.78634812340406","7.92958400669791","7.88168234892052","7.73411060383636","7.51046430039511","",
"Kuwait","KWT","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9439642806736","9.91289346522696","10.2105954684001","11.4926070127833","11.3282656125365","11.0384460809472","11.0653864675177","10.2747346709378","10.8346723535516","11.4566913733892","11.4387899664859","11.6028591501557","11.1880133317311","11.7680557546601","",
